J,g0,g1,Re(p),Im(p),Re(a),Im(a),Count
0.5,0.5,0.5,-0.27593095507000676,0.0,0.2941661847998686,-1.170577489026343e-16,5
0.5,0.5,0.5,0.3312896504650188,0.0,1.2496020067918616,-1.4472483548901735e-16,5
0.5,0.5,0.5,0.1460560809249325,0.4195349803640142,0.05379410619761182,0.14341798786488583,5
0.5,0.5,0.5,0.1460560809249325,-0.4195349803640142,0.053794106197611775,-0.1434179878648861,5
0.3333333333333333,0.5,0.5,0.5363230163708006,0.0,0.09097858596644501,-2.2069780693755363e-17,5
0.3333333333333333,0.5,0.5,0.2454430653877071,0.0,0.05075656420499223,6.697770409565637e-17,5
0.3333333333333333,0.5,0.5,-0.5695881290156302,0.5340147116654926,0.0003076940071363198,0.001252701213895279,5
0.3333333333333333,0.5,0.5,-0.5695881290156302,-0.5340147116654926,0.00030769400713631895,-0.001252701213895272,5
0.25,0.5,0.5,0.5214853368939951,0.0,0.1176297222856927,5.203939484879498e-18,5
0.25,0.5,0.5,-0.56956287039354,0.5433028552202789,-0.0020257772650586563,0.0005254531916331448,5
0.25,0.5,0.5,-0.56956287039354,-0.5433028552202789,-0.0020257772650586394,-0.0005254531916331405,5
0.25,0.5,0.5,-0.810608514872169,0.0,-0.001018931483163614,-7.21199867747006e-20,5
0.2,0.5,0.5,0.4590605488958627,0.0,0.14387239783267275,-1.0250268398104536e-17,5
0.2,0.5,0.5,0.06645767550534999,0.6379556849055337,-0.0011273357279397943,0.004758742482338659,5
0.2,0.5,0.5,0.06645767550534999,-0.6379556849055337,-0.0011273357279398012,-0.004758742482338662,5
0.2,0.5,0.5,-0.7427517881599871,0.0,-0.000826725486837023,1.7417706655179292e-18,5
0.14285714285714285,0.5,0.5,0.4838918559838167,0.0,0.15252893039300044,-6.026456258839409e-17,5
0.14285714285714285,0.5,0.5,0.039642827657371704,0.17313720170820315,0.05146620225081269,0.05493887017484374,5
0.14285714285714285,0.5,0.5,0.039642827657371704,-0.17313720170820315,0.05146620225081261,-0.05493887017484395,5
0.14285714285714285,0.5,0.5,-0.7348907030756472,0.0,-0.00021638263104125732,-2.972402495827423e-17,5
0.1,0.5,0.5,0.5066349334223598,0.0,0.12786741669267015,7.55321864839675e-18,5
0.1,0.5,0.5,-0.43446475231151044,0.0,-0.006352770078329038,1.0397855540459067e-17,5
0.1,0.5,0.5,-0.0012501412617362817,0.7457378104523014,0.0011165346635465673,0.00027550634932172277,5
0.1,0.5,0.5,-0.0012501412617362817,-0.7457378104523014,0.0011165346635465649,-0.0002755063493217063,5
0.5,0.5,0.3333333333333333,0.4666698280083743,0.0,0.12823166623694726,1.1696890001022761e-17,5
0.5,0.5,0.3333333333333333,-0.48364872221411925,0.5420848428263647,-0.0009564378259093342,-0.0008878727280827492,5
0.5,0.5,0.3333333333333333,-0.48364872221411925,-0.5420848428263647,-0.0009564378259093194,0.0008878727280827631,5
0.5,0.5,0.3333333333333333,-0.05071797798831924,0.0,-0.02737843492409274,8.037488537921025e-18,5
0.3333333333333333,0.5,0.3333333333333333,0.06895650708370626,0.7184713265372438,0.00032263821846902237,0.0014225678080111038,5
0.3333333333333333,0.5,0.3333333333333333,0.06895650708370626,-0.7184713265372438,0.00032263821846903104,-0.0014225678080110535,5
