J,g0,g1,Re(p),Im(p),Re(a),Im(a),Count
100.0,100.0,100.0,1.0000000000000004,0.0,0.4999999999999963,-3.1485779052071663e-18,5
10.0,100.0,100.0,0.9999990865165629,0.0,0.12450274038890494,-5.1842521907637563e-20,5
10.0,100.0,100.0,-0.2657653126254256,0.8984321305320796,-1.715772354906513e-05,-1.845243946268626e-05,5
10.0,100.0,100.0,-0.2657653126254256,-0.8984321305320796,-1.7157723549067732e-05,1.84524394626855e-05,5
10.0,100.0,100.0,0.28996220251056426,0.0,-0.0002529015130504353,-1.5293353331597184e-19,5
7.0,100.0,100.0,0.9999928680547273,0.0,0.12395726920092372,0.0,5
7.0,100.0,100.0,0.01122722181538794,0.0,-0.02628551130298251,0.0,5
7.0,100.0,100.0,-0.7387392564904076,0.0,0.0003711388173830111,0.0,5
7.0,100.0,100.0,-0.4451710589758261,0.0,-0.0012405881168514633,0.0,5
5.0,100.0,100.0,1.0000111529873856,0.0,0.12299915908066861,-3.3339530643317245e-20,5
5.0,100.0,100.0,0.7081503365067658,0.7466526801371288,1.1147934816230372e-05,8.682833800348518e-06,5
5.0,100.0,100.0,0.7081503365067658,-0.7466526801371288,1.1147934816224897e-05,-8.682833800348084e-06,5
5.0,100.0,100.0,-0.5893601160548886,0.0,5.022145739534288e-05,3.9856260926207885e-19,5
2.0,100.0,100.0,1.0000296992382964,0.0,0.11342364387440937,9.496938746394416e-19,5
2.0,100.0,100.0,-0.48230424041741765,0.0,0.0015479494257283838,-1.7914016693548762e-17,5
2.0,100.0,100.0,0.49593777414673246,0.4002317808305033,0.0002722287555860488,-0.0002892329951620625,5
2.0,100.0,100.0,0.49593777414673246,-0.4002317808305033,0.0002722287555860861,0.00028923299516205904,5
1.0,100.0,100.0,1.0004702858182928,0.0,0.08810030749480557,-1.7784440642589288e-20,5
1.0,100.0,100.0,-0.17554525347764818,0.957176709063152,-0.0003874402765234198,-9.197195088253411e-05,5
1.0,100.0,100.0,-0.17554525347764818,-0.957176709063152,-0.00038744027652342283,9.197195088253172e-05,5
1.0,100.0,100.0,0.3493002706094577,0.0,0.005882276090888169,-6.463061132317531e-19,5
0.5,100.0,100.0,0.9983818219141674,0.0,0.04848223295963509,-3.8978220868619945e-19,5
0.5,100.0,100.0,0.674008878503471,0.44246362603584916,0.04458038723180129,0.005239387522780503,5
0.5,100.0,100.0,0.674008878503471,-0.44246362603584916,0.04458038723180128,-0.005239387522780468,5
0.5,100.0,100.0,-0.7869020285236084,0.0,0.0048494602023364235,9.866727601513242e-18,5
0.3333333333333333,100.0,100.0,0.9400123043919673,0.23203417300802992,0.050425781354227955,0.00199049890814353,5
0.3333333333333333,100.0,100.0,0.9400123043919673,-0.23203417300802992,0.05042578135422797,-0.0019904989081434843,5
0.3333333333333333,100.0,100.0,1.0021715263413826,0.0,0.026656666947790175,-6.368710433110196e-18,5
0.3333333333333333,100.0,100.0,-0.34354225056055226,0.0,0.0036475821343173766,1.2240665618548094e-18,5
0.2,100.0,100.0,0.999540949827159,0.0,0.011034766167260103,-1.7610177212280638e-19,5
0.2,100.0,100.0,0.22172248024217528,0.7012836131524546,0.015393867877758854,-0.007453646770184424,5
0.2,100.0,100.0,0.22172248024217528,-0.7012836131524546,0.015393867877758845,0.007453646770184423,5
0.2,100.0,100.0,-0.21882998012901303,0.0,-0.0531224445867396,7.659423149382681e-18,5
0.14285714285714285,100.0,100.0,-0.7561391620004686,0.0,0.011143482879373355,8.252513527729818e-18,5
0.14285714285714285,100.0,100.0,0.9956434042236573,0.0,0.007259581872484803,7.28741828946549e-18,5
0.14285714285714285,100.0,100.0,0.4088911306336328,0.3775539869008896,0.0933964524604955,0.028920717652211866,5
0.14285714285714285,100.0,100.0,0.4088911306336328,-0.3775539869008896,0.09339645246049547,-0.028920717652211835,5
0.1,100.0,100.0,-0.9920535739578926,0.0,0.0012907016991675483,2.775702473739125e-19,5
0.1,100.0,100.0,0.5521726964159565,0.48991270061327274,0.06155474334416023,-0.00721548034249705,5
0.1,100.0,100.0,0.5521726964159565,-0.48991270061327274,0.06155474334416022,0.007215480342497048,5
0.1,100.0,100.0,1.0444672803144461,0.0,0.0010159757076235467,3.0063165394392747e-18,5
100.0,100.0,10.0,1.0000000000000004,0.0,0.12499999999999907,-7.871444763017916e-19,5
10.0,100.0,10.0,0.9995981478170517,0.0,0.1245052568596074,-1.9490522606810411e-19,5
10.0,100.0,10.0,-0.7809709500086688,0.5978358459028184,-4.462189771901534e-06,1.2472318745076149e-05,5
10.0,100.0,10.0,-0.7809709500086688,-0.5978358459028184,-4.46218977189633e-06,-1.2472318745083521e-05,5
10.0,100.0,10.0,-0.14403583508674017,0.0,-0.0003088468552805146,-3.512527208919464e-19,5
7.0,100.0,10.0,0.9992127937036552,0.0,0.12386782227938621,1.9266433575226973e-18,5
7.0,100.0,10.0,0.9205209325866899,0.0,0.00016602762745440702,-7.257736074974114e-18,5
7.0,100.0,10.0,-0.3333249010643847,0.7922099952576429,-2.1610927404363406e-05,-3.922046891020013e-05,5
7.0,100.0,10.0,-0.3333249010643847,-0.7922099952576429,-2.1610927404383464e-05,3.92204689101585e-05,5
5.0,100.0,10.0,0.9983941042467697,0.0,0.1230516977845658,-1.4232354252830972e-19,5
5.0,100.0,10.0,-0.37445444029504954,0.0,-0.0004594439993410547,-7.685171633690657e-18,5
5.0,100.0,10.0,-0.3915039911481476,0.8597171230560477,1.804360468561075e-05,1.8642886394610193e-05,5
5.0,100.0,10.0,-0.3915039911481476,-0.8597171230560477,1.804360468560522e-05,-1.8642886394607157e-05,5
2.0,100.0,10.0,0.9908143419023663,0.0,0.11371374357453166,-3.485270923042365e-20,5
2.0,100.0,10.0,0.21731880699208092,0.0,0.002783998649614018,-4.510157375241316e-18,5
2.0,100.0,10.0,-0.3766645189187525,0.7725089022033905,-0.0003205613869427889,3.860718021878691e-05,5
2.0,100.0,10.0,-0.3766645189187525,-0.7725089022033905,-0.00032056138694278437,-3.8607180218791894e-05,5
1.0,100.0,10.0,0.972302966226877,0.0,0.08863119416226467,4.982807127438563e-19,5
1.0,100.0,10.0,0.09129157090763929,0.0,0.05241664826197126,-4.7208959331332535e-18,5
1.0,100.0,10.0,0.44912240506020806,0.7502948007495459,0.000683735161118262,0.0009075046676263942,5
1.0,100.0,10.0,0.44912240506020806,-0.7502948007495459,0.0006837351611182628,-0.0009075046676263767,5
0.5,100.0,10.0,0.9433432232380183,0.0,0.04708269166872574,4.487631027188099e-18,5
0.5,100.0,10.0,0.6622754598158329,0.38716862344421,0.04317817391680416,0.00627938331223902,5
0.5,100.0,10.0,0.6622754598158329,-0.38716862344421,0.04317817391680418,-0.006279383312239021,5
0.5,100.0,10.0,-0.7470971933285298,0.0,0.003320689501460833,-2.4561327895408153e-18,5
0.3333333333333333,100.0,10.0,-0.06628615813761161,0.0,-0.006963956009333514,-1.409321516927999e-17,5
0.3333333333333333,100.0,10.0,0.8940564800967297,0.21318052142551713,0.04515048174757686,-0.0004289309514513178,5
0.3333333333333333,100.0,10.0,0.8940564800967297,-0.21318052142551713,0.04515048174757684,0.0004289309514513274,5
0.3333333333333333,100.0,10.0,0.9050860648330069,0.0,0.03392969244188218,-1.258026775486715e-18,5
0.2,100.0,10.0,-0.4155707721300065,0.0,-0.03580080698595142,6.279373464852646e-18,5
0.2,100.0,10.0,0.9336436331460735,0.0,0.009209645420885818,-1.7468477100233266e-18,5
0.2,100.0,10.0,0.3612099476159092,0.3912441682664491,0.03584516924660997,0.004717255967462165,5
0.2,100.0,10.0,0.3612099476159092,-0.3912441682664491,0.03584516924660997,-0.004717255967462166,5
0.14285714285714285,100.0,10.0,-0.01990993661554387,0.0,-1.6098515440260683,5.810212458877126e-16,5
0.14285714285714285,100.0,10.0,0.48223524337818563,0.570921473627132,0.023505270300807717,-0.00045816897237702613,5
0.14285714285714285,100.0,10.0,0.48223524337818563,-0.570921473627132,0.023505270300807693,0.00045816897237703215,5
0.14285714285714285,100.0,10.0,0.9581270915987139,0.0,0.003388666383973052,2.3711496071861448e-18,5
0.1,100.0,10.0,0.5795901139198489,0.44785699864129225,0.05630076397714333,-0.005630201301494642,5
0.1,100.0,10.0,0.5795901139198489,-0.44785699864129225,0.05630076397714333,0.005630201301494627,5
0.1,100.0,10.0,-0.7826260767420712,0.41806162306136807,-0.001551872925098495,0.0017168748374795245,5
0.1,100.0,10.0,-0.7826260767420712,-0.41806162306136807,-0.0015518729250984897,-0.0017168748374795306,5
100.0,100.0,7.0,1.0000000000000004,0.0,0.12499999999999907,-7.871444763017916e-19,5
10.0,100.0,7.0,0.9994366562942626,0.0,0.12448835848386892,3.1483186900357797e-20,5
10.0,100.0,7.0,0.5421874629251033,0.7848670590537264,1.2985890996921722e-05,-8.398876681034093e-06,5
10.0,100.0,7.0,0.5421874629251033,-0.7848670590537264,1.2985890996918686e-05,8.39887668104694e-06,5
10.0,100.0,7.0,-0.18435695928444698,0.0,-0.00025712559321974067,-2.468017209339743e-19,5
7.0,100.0,7.0,0.9988245745003669,0.0,0.12402675132872192,4.1496989002170947e-19,5
7.0,100.0,7.0,0.11390720081840607,0.6821312512593273,5.09266582064149e-05,-2.7938295886375652e-05,5
7.0,100.0,7.0,0.11390720081840607,-0.6821312512593273,5.092665820644656e-05,2.7938295886358955e-05,5
7.0,100.0,7.0,-0.6483744455568677,0.0,-1.077688922590395e-05,-1.3166648506370741e-18,5
5.0,100.0,7.0,0.9977442790671724,0.0,0.12304994870402647,3.529828318185655e-20,5
5.0,100.0,7.0,0.309568548379624,0.0,0.0008321974950945936,-1.8206119486006787e-17,5
5.0,100.0,7.0,0.15112560406067804,0.9333939447130284,3.3435299291339603e-05,3.4106798583684534e-05,5
5.0,100.0,7.0,0.15112560406067804,-0.9333939447130284,3.343529929132269e-05,-3.410679858367776e-05,5
2.0,100.0,7.0,0.9870852089033628,0.0,0.11377010129010598,1.0244170938539108e-19,5
2.0,100.0,7.0,0.5702599871084431,0.0,0.0011637897486856102,2.517027767102981e-19,5
2.0,100.0,7.0,-0.23436553857755205,0.8810310958984261,0.00017700121743091071,-0.00023148675983268195,5
2.0,100.0,7.0,-0.23436553857755205,-0.8810310958984261,0.00017700121743089705,0.0002314867598326789,5
1.0,100.0,7.0,0.9608214584028157,0.0,0.08942470561451726,-3.735912814451213e-18,5
1.0,100.0,7.0,0.40462187789184223,0.1604284020893088,0.012705960940169134,0.012414229286002719,5
1.0,100.0,7.0,0.40462187789184223,-0.1604284020893088,0.012705960940168952,-0.01241422928600268,5
1.0,100.0,7.0,-0.7228248365160225,0.0,-0.00047018543879706024,-4.8466780694795865e-18,5
0.5,100.0,7.0,0.9206339741834305,0.0,0.04588454056250944,-7.904068356007091e-18,5
0.5,100.0,7.0,0.6602212932188369,0.4023381102374122,0.031588852638803476,-0.0008312988529306517,5
0.5,100.0,7.0,0.6602212932188369,-0.4023381102374122,0.03158885263880344,0.0008312988529306563,5
0.5,100.0,7.0,-0.2585508414200471,0.0,-0.025003263030471855,-7.82676787403837e-18,5
0.3333333333333333,100.0,7.0,0.15682133569531198,0.0,0.05266722633210501,8.231520791875791e-17,5
0.3333333333333333,100.0,7.0,0.8379004191563981,0.21599739405275828,0.05257033999411481,-0.029312399548742533,5
0.3333333333333333,100.0,7.0,0.8379004191563981,-0.21599739405275828,0.05257033999411486,0.02931239954874253,5
0.3333333333333333,100.0,7.0,1.01775388200532,0.0,0.0014975468728148085,-3.3587053623329592e-18,5
0.2,100.0,7.0,0.8512842410134359,0.0,0.023175630188259973,6.231958610989015e-18,5
0.2,100.0,7.0,0.45473360223546233,0.22658002120274012,0.05713319794879937,0.07764742953613141,5
0.2,100.0,7.0,0.45473360223546233,-0.22658002120274012,0.05713319794879942,-0.07764742953613138,5
