J,g0,g1,Re(p),Im(p),Re(a),Im(a),Count
0.5,0.5,0.3333333333333333,0.7381912374505832,0.0,-6.263155685088687e-05,7.370557958715089e-19,5
0.5,0.5,0.3333333333333333,-0.1730028083784671,0.094903244907771,-0.00019668553277266671,-0.0016182424890446435,5
0.5,0.5,0.3333333333333333,-0.1730028083784671,-0.094903244907771,-0.0001966855327726537,0.001618242489044642,5
0.5,0.5,0.3333333333333333,0.06696355283255107,0.0,0.08190077054428035,-1.1367377575606861e-17,5
0.3333333333333333,0.5,0.3333333333333333,0.4996292127317422,0.0,-0.0013296416758610003,2.8201802238603107e-18,5
0.3333333333333333,0.5,0.3333333333333333,0.3210895932481882,0.0,0.004409649075327019,-5.902692933331834e-18,5
0.3333333333333333,0.5,0.3333333333333333,-0.3614659270083299,0.7732065206259311,1.6059970236172542e-05,-8.107802983193881e-05,5
0.3333333333333333,0.5,0.3333333333333333,-0.3614659270083299,-0.7732065206259311,1.6059970236172084e-05,8.107802983193872e-05,5
0.25,0.5,0.3333333333333333,-0.4882800152211777,0.6176228371749316,-0.00016744155189779114,-1.5365004814268924e-05,5
0.25,0.5,0.3333333333333333,-0.4882800152211777,-0.6176228371749316,-0.00016744155189779108,1.5365004814268802e-05,5
0.25,0.5,0.3333333333333333,0.2880539707759541,0.894239403460294,-4.135872826601999e-05,1.654688786835362e-05,5
0.25,0.5,0.3333333333333333,0.2880539707759541,-0.894239403460294,-4.135872826602001e-05,-1.6546887868353576e-05,5
0.2,0.5,0.3333333333333333,0.045831654734079186,0.8707893007070915,-7.41045038749561e-05,1.1237611717381808e-06,5
0.2,0.5,0.3333333333333333,0.045831654734079186,-0.8707893007070915,-7.410450387495609e-05,-1.1237611717381672e-06,5
0.2,0.5,0.3333333333333333,-0.8077269329873289,0.36452888007518935,2.776875427444417e-05,-2.4376400651811456e-05,5
0.2,0.5,0.3333333333333333,-0.8077269329873289,-0.36452888007518935,2.776875427444418e-05,2.4376400651811412e-05,5
0.14285714285714285,0.5,0.3333333333333333,0.8037858426265252,0.0,0.000165040361338828,-1.0724356845995586e-21,5
0.14285714285714285,0.5,0.3333333333333333,0.07586813021995194,0.390823904458716,0.00043442230060030583,0.00016523133783330414,5
