kx,ky,kz,g0,g1,p0,p1,Real,Imaginary
0,2,3,0,2500000.0,0.1,0.1,0.555707,0.000685
0,2,3,0,2500000.0,0.1,0.1,0.4785192,6.95e-05
0,2,3,2500000.0,0,0,0,0.5196173,0.0003758
0,2,3,2500000.0,0,0,0,0.6029892,0.000393
0,2,3,2500000.0,0,0,0.1,0.531338,0.0003272
0,2,3,2500000.0,0,0,0.1,0.5436317,0.0003468
0,2,3,2500000.0,0,0.1,0,0.4686444,0.000333
0,2,3,2500000.0,0,0.1,0,0.6156512,0.0003758
0,2,3,2500000.0,0,0.1,0.1,0.4790861,0.0002901
0,2,3,2500000.0,0,0.1,0.1,0.5549255,0.0003322
0,2,3,2500000.0,2500000.0,0,0,0.5310938,0.0006808
0,2,3,2500000.0,2500000.0,0,0,0.5303565,0.000349
0,2,3,2500000.0,2500000.0,0,0.1,0.5420547,0.0006387
0,2,3,2500000.0,2500000.0,0,0.1,0.4781766,0.0003087
0,2,3,2500000.0,2500000.0,0.1,0,0.4788309,0.0006091
0,2,3,2500000.0,2500000.0,0.1,0,0.5413827,0.0003315
0,2,3,2500000.0,2500000.0,0.1,0.1,0.4886054,0.0005717
0,2,3,2500000.0,2500000.0,0.1,0.1,0.488008,0.0002935
0,2,4,0,0,0,0,0.6342699,0.0005756
0,2,4,0,0,0,0,0.6331768,0.0002158
0,2,4,0,0,0,0.1,0.6468017,0.0005072
0,2,4,0,0,0,0.1,0.5704902,0.0001873
0,2,4,0,0,0.1,0,0.5714678,0.0005139
0,2,4,0,0,0.1,0,0.6458121,0.0001731
0,2,4,0,0,0.1,0.1,0.5826778,0.000453
0,2,4,0,0,0.1,0.1,0.581792,0.0001498
0,2,4,0,2500000.0,0,0,0.648674,0.0009024
0,2,4,0,2500000.0,0,0,0.5519646,0.0001562
0,2,4,0,2500000.0,0,0.1,0.6602005,0.0008467
0,2,4,0,2500000.0,0,0.1,0.4973504,0.0001345
0,2,4,0,2500000.0,0.1,0,0.5843435,0.0008093
0,2,4,0,2500000.0,0.1,0,0.5632728,0.0001199
0,2,4,0,2500000.0,0.1,0.1,0.5946593,0.0007597
0,2,4,0,2500000.0,0.1,0.1,0.507463,0.0001027
0,2,4,2500000.0,0,0,0,0.5528025,0.0004367
0,2,4,2500000.0,0,0,0,0.6475809,0.0004601
0,2,4,2500000.0,0,0,0.1,0.564024,0.0003751
0,2,4,2500000.0,0,0,0.1,0.5833639,0.0004096
0,2,4,2500000.0,0,0.1,0,0.4981006,0.0003911
0,2,4,2500000.0,0,0.1,0,0.6592012,0.0004325
0,2,4,2500000.0,0,0.1,0.1,0.5081361,0.0003359
0,2,4,2500000.0,0,0.1,0.1,0.5937632,0.0003853
0,2,4,2500000.0,2500000.0,0,0,0.5663625,0.0007243
0,2,4,2500000.0,2500000.0,0,0,0.5655225,0.0003789
0,2,4,2500000.0,2500000.0,0,0.1,0.5766126,0.0006755
0,2,4,2500000.0,2500000.0,0,0.1,0.509465,0.0003373
0,2,4,2500000.0,2500000.0,0.1,0,0.5102187,0.0006507
0,2,4,2500000.0,2500000.0,0.1,0,0.5758514,0.0003551
0,2,4,2500000.0,2500000.0,0.1,0.1,0.5193904,0.000607
0,2,4,2500000.0,2500000.0,0.1,0.1,0.5187072,0.0003164
0,3,0,0,0,0,0,0.85599,0.0002575
0,3,0,0,0,0,0,0.8557319,0.0001356
0,3,0,0,0,0,0.1,0.861326,0.0002214
0,3,0,0,0,0,0.1,0.7701589,0.0001221
0,3,0,0,0,0.1,0,0.7703912,0.0002317
0,3,0,0,0,0.1,0,0.8610859,0.0001036
0,3,0,0,0,0.1,0.1,0.7751935,0.0001992
0,3,0,0,0,0.1,0.1,0.7749775,9.33e-05
0,3,0,0,2500000.0,0,0,0.8618152,0.0007263
0,3,0,0,2500000.0,0,0,0.7471604,6.78e-05
0,3,0,0,2500000.0,0,0.1,0.8665523,0.0007001
0,3,0,0,2500000.0,0,0.1,0.6724444,6.1e-05
0,3,0,0,2500000.0,0.1,0,0.7756338,0.0006536
0,3,0,0,2500000.0,0.1,0,0.7520734,4.32e-05
0,3,0,0,2500000.0,0.1,0.1,0.7798971,0.0006301
0,3,0,0,2500000.0,0.1,0.1,0.6768662,3.89e-05
0,3,0,2500000.0,0,0,0,0.747295,0.0001356
0,3,0,2500000.0,0,0,0,0.8614599,0.0005243
0,3,0,2500000.0,0,0,0.1,0.7521979,0.0001103
0,3,0,2500000.0,0,0,0.1,0.775314,0.0004719
0,3,0,2500000.0,0,0.1,0,0.6725656,0.000122
0,3,0,2500000.0,0,0.1,0,0.8662149,0.0005051
0,3,0,2500000.0,0,0.1,0.1,0.6769782,9.93e-05
0,3,0,2500000.0,0,0.1,0.1,0.7795935,0.0004545
0,3,0,2500000.0,2500000.0,0,0,0.7527693,0.000557
0,3,0,2500000.0,2500000.0,0,0,0.7525478,0.0004166
0,3,0,2500000.0,2500000.0,0,0.1,0.7571092,0.0005399
0,3,0,2500000.0,2500000.0,0,0.1,0.6772931,0.000375
0,3,0,2500000.0,2500000.0,0.1,0,0.6774924,0.0005013
0,3,0,2500000.0,2500000.0,0.1,0,0.7568993,0.000403
0,3,0,2500000.0,2500000.0,0.1,0.1,0.6813983,0.0004859
0,3,0,2500000.0,2500000.0,0.1,0.1,0.6812094,0.0003627
0,3,1,0,0,0,0,0.146957,-0.0002172
0,3,1,0,0,0,0,0.1461648,0.0002995
0,3,1,0,0,0,0.1,0.1544289,-0.0001378
0,3,1,0,0,0,0.1,0.1335264,0.0001878
0,3,1,0,0,0.1,0,0.1341758,-0.0002699
0,3,1,0,0,0.1,0,0.1535175,0.0002547
0,3,1,0,0,0.1,0.1,0.140998,-0.0001827
0,3,1,0,0,0.1,0.1,0.1402582,0.0001618
0,3,1,0,2500000.0,0,0,0.1232156,1.56e-05
0,3,1,0,2500000.0,0,0,0.1659798,0.0001819
0,3,1,0,2500000.0,0,0.1,0.1301872,8.55e-05
0,3,1,0,2500000.0,0,0.1,0.1513565,0.0001229
0,3,1,0,2500000.0,0.1,0,0.112538,-4.58e-05
0,3,1,0,2500000.0,0.1,0,0.1756691,0.00024
0,3,1,0,2500000.0,0.1,0.1,0.119011,2.95e-05
0,3,1,0,2500000.0,0.1,0.1,0.1600301,0.0001823
0,3,1,2500000.0,0,0,0,0.1661031,1.79e-05
0,3,1,2500000.0,0,0,0,0.1218136,0.0006421
0,3,1,2500000.0,0,0,0.1,0.1758396,0.0001037
0,3,1,2500000.0,0,0,0.1,0.1113134,0.0004985
0,3,1,2500000.0,0,0.1,0,0.1513617,-3.67e-05
0,3,1,2500000.0,0,0.1,0,0.1284648,0.0005789
0,3,1,2500000.0,0,0.1,0.1,0.1600872,5.27e-05
0,3,1,2500000.0,0,0.1,0.1,0.11753,0.0004522
0,3,1,2500000.0,2500000.0,0,0,0.1477372,0.00023
0,3,1,2500000.0,2500000.0,0,0,0.1470401,0.0003584
0,3,1,2500000.0,2500000.0,0,0.1,0.1585216,0.0003167
0,3,1,2500000.0,2500000.0,0,0.1,0.1341664,0.0002882
0,3,1,2500000.0,2500000.0,0.1,0,0.1346931,0.0001675
0,3,1,2500000.0,2500000.0,0.1,0,0.1578355,0.0004184
0,3,1,2500000.0,2500000.0,0.1,0.1,0.1443859,0.000255
0,3,1,2500000.0,2500000.0,0.1,0.1,0.1438617,0.0003486
0,3,2,0,0,0,0,0.5874085,0.0001227
0,3,2,0,0,0,0,0.5876468,4.4e-05
0,3,2,0,0,0,0.1,0.6011119,0.0001191
0,3,2,0,0,0,0.1,0.5299495,3.26e-05
0,3,2,0,0,0.1,0,0.5297102,0.0001019
0,3,2,0,0,0.1,0,0.60132,4.94e-05
0,3,2,0,0,0.1,0.1,0.5419328,0.0001001
0,3,2,0,0,0.1,0.1,0.5421402,3.83e-05
0,3,2,0,2500000.0,0,0,0.5862566,0.0005789
0,3,2,0,2500000.0,0,0,0.5310642,0.0001189
0,3,2,0,2500000.0,0,0.1,0.6000626,0.0005634
0,3,2,0,2500000.0,0,0.1,0.4789144,0.000102
0,3,2,0,2500000.0,0.1,0,0.528549,0.0005144
0,3,2,0,2500000.0,0.1,0,0.542304,0.0001147
0,3,2,0,2500000.0,0.1,0.1,0.5408764,0.0005015
0,3,2,0,2500000.0,0.1,0.1,0.4889286,9.87e-05
0,3,2,2500000.0,0,0,0,0.5308622,0.0001521
0,3,2,2500000.0,0,0,0,0.5863522,0.0004269
0,3,2,2500000.0,0,0,0.1,0.5421292,0.0001403
0,3,2,2500000.0,0,0,0.1,0.528653,0.0003796
0,3,2,2500000.0,0,0.1,0,0.4787094,0.0001303
0,3,2,2500000.0,0,0.1,0,0.600139,0.0004249
0,3,2,2500000.0,0,0.1,0.1,0.4887526,0.0001209
0,3,2,2500000.0,0,0.1,0.1,0.5409598,0.0003783
0,3,2,2500000.0,2500000.0,0,0,0.5306635,0.00054
0,3,2,2500000.0,2500000.0,0,0,0.530743,0.0004496
0,3,2,2500000.0,2500000.0,0,0.1,0.5419182,0.0005203
0,3,2,2500000.0,2500000.0,0,0.1,0.4785004,0.0004016
0,3,2,2500000.0,2500000.0,0.1,0,0.4784123,0.0004809
0,3,2,2500000.0,2500000.0,0.1,0,0.5419816,0.0004401
0,3,2,2500000.0,2500000.0,0.1,0.1,0.4884564,0.0004641
0,3,2,2500000.0,2500000.0,0.1,0.1,0.4885269,0.0003934
0,3,3,0,0,0,0,0.7294902,0.0001455
0,3,3,0,0,0,0,0.7293732,8.01e-05
0,3,3,0,0,0,0.1,0.7388855,0.0001288
0,3,3,0,0,0,0.1,0.6569236,6.84e-05
0,3,3,0,0,0.1,0,0.6570219,0.0001277
0,3,3,0,0,0.1,0,0.7387781,6.63e-05
0,3,3,0,0,0.1,0.1,0.6654272,0.0001131
0,3,3,0,0,0.1,0.1,0.6653362,5.64e-05
0,3,3,0,2500000.0,0,0,0.7323973,0.0006088
0,3,3,0,2500000.0,0,0,0.6450439,9.16e-05
0,3,3,0,2500000.0,0,0.1,0.7414706,0.0005901
0,3,3,0,2500000.0,0,0.1,0.5809843,7.97e-05
0,3,3,0,2500000.0,0.1,0,0.6595771,0.0005455
0,3,3,0,2500000.0,0.1,0,0.6530815,7.65e-05
0,3,3,0,2500000.0,0.1,0.1,0.667699,0.000529
0,3,3,0,2500000.0,0.1,0.1,0.5881711,6.64e-05
0,3,3,2500000.0,0,0,0,0.6451264,0.0001145
0,3,3,2500000.0,0,0,0,0.7321694,0.0004719
0,3,3,2500000.0,0,0,0.1,0.6531554,9.74e-05
0,3,3,2500000.0,0,0,0.1,0.6593769,0.0004224
0,3,3,2500000.0,0,0.1,0,0.5810527,0.0001011
0,3,3,2500000.0,0,0.1,0,0.7412547,0.0004591
0,3,3,2500000.0,0,0.1,0.1,0.5882329,8.6e-05
0,3,3,2500000.0,0,0.1,0.1,0.6675089,0.0004111
0,3,3,2500000.0,2500000.0,0,0,0.6481761,0.0005212
0,3,3,2500000.0,2500000.0,0,0,0.6480037,0.0004401
0,3,3,2500000.0,2500000.0,0,0.1,0.6558693,0.0005033
0,3,3,2500000.0,2500000.0,0,0.1,0.5835876,0.0003946
0,3,3,2500000.0,2500000.0,0.1,0,0.5837388,0.0004676
0,3,3,2500000.0,2500000.0,0.1,0,0.6557079,0.0004258
0,3,3,2500000.0,2500000.0,0.1,0.1,0.5906231,0.0004517
0,3,3,2500000.0,2500000.0,0.1,0.1,0.5904811,0.0003819
0,3,4,0,0,0,0,0.7832579,0.0001658
0,3,4,0,0,0,0,0.7830361,8.94e-05
0,3,4,0,0,0,0.1,0.7909541,0.0001439
0,3,4,0,0,0,0.1,0.7050105,7.81e-05
0,3,4,0,0,0.1,0,0.7052073,0.0001475
0,3,4,0,0,0.1,0,0.7907512,6.99e-05
0,3,4,0,0,0.1,0.1,0.712105,0.000128
0,3,4,0,0,0.1,0.1,0.7119246,6.08e-05
0,3,4,0,2500000.0,0,0,0.7874829,0.0006338
0,3,4,0,2500000.0,0,0,0.6883568,7.61e-05
0,3,4,0,2500000.0,0,0.1,0.7947303,0.0006136
0,3,4,0,2500000.0,0,0.1,0.6197758,6.67e-05
0,3,4,0,2500000.0,0.1,0,0.7089741,0.0005692
0,3,4,0,2500000.0,0.1,0,0.6950997,5.79e-05
0,3,4,0,2500000.0,0.1,0.1,0.7154717,0.0005511
0,3,4,0,2500000.0,0.1,0.1,0.6258175,5.05e-05
0,3,4,2500000.0,0,0,0,0.6885125,0.0001077
0,3,4,2500000.0,0,0,0,0.7871564,0.0004857
0,3,4,2500000.0,0,0,0.1,0.6952396,8.87e-05
0,3,4,2500000.0,0,0,0.1,0.7086823,0.0004357
0,3,4,2500000.0,0,0.1,0,0.6199141,9.61e-05
0,3,4,2500000.0,0,0.1,0,0.7944233,0.0004704
0,3,4,2500000.0,0,0.1,0.1,0.6259419,7.91e-05
0,3,4,2500000.0,0,0.1,0.1,0.7151971,0.0004221
0,3,4,2500000.0,2500000.0,0,0,0.6926491,0.0005227
0,3,4,2500000.0,2500000.0,0,0,0.6924085,0.0004309
0,3,4,2500000.0,2500000.0,0,0.1,0.698938,0.0005054
0,3,4,2500000.0,2500000.0,0,0.1,0.6233874,0.0003869
0,3,4,2500000.0,2500000.0,0.1,0,0.6236027,0.0004699
0,3,4,2500000.0,2500000.0,0.1,0,0.6987141,0.0004162
0,3,4,2500000.0,2500000.0,0.1,0.1,0.6292399,0.0004544
0,3,4,2500000.0,2500000.0,0.1,0.1,0.6290394,0.0003737
0,4,0,0,0,0,0,0.9175915,0.0001193
0,4,0,0,0,0,0,0.9174834,6.02e-05
0,4,0,0,0,0,0.1,0.9206505,0.0001015
0,4,0,0,0,0,0.1,0.8257351,5.41e-05
0,4,0,0,0,0.1,0,0.8258324,0.0001073
0,4,0,0,0,0.1,0,0.9205486,4.34e-05
0,4,0,0,0,0.1,0.1,0.8285855,9.14e-05
0,4,0,0,0,0.1,0.1,0.8284938,3.91e-05
0,4,0,0,2500000.0,0,0,0.9190568,0.0006481
0,4,0,0,2500000.0,0,0,0.8031963,2.12e-05
0,4,0,0,2500000.0,0,0.1,0.9217756,0.0006353
0,4,0,0,2500000.0,0,0.1,0.7228767,1.91e-05
0,4,0,0,2500000.0,0.1,0,0.8271511,0.0005833
0,4,0,0,2500000.0,0.1,0,0.8060051,8.5e-06
0,4,0,0,2500000.0,0.1,0.1,0.8295981,0.0005717
0,4,0,0,2500000.0,0.1,0.1,0.7254046,7.7e-06
0,4,0,2500000.0,0,0,0,0.8032365,5.36e-05
0,4,0,2500000.0,0,0,0,0.9188348,0.0005216
0,4,0,2500000.0,0,0,0.1,0.806043,4.17e-05
0,4,0,2500000.0,0,0,0.1,0.8269514,0.0004694
0,4,0,2500000.0,0,0.1,0,0.7229129,4.82e-05
0,4,0,2500000.0,0,0.1,0,0.9215604,0.0005117
0,4,0,2500000.0,0,0.1,0.1,0.7254388,3.76e-05
0,4,0,2500000.0,0,0.1,0.1,0.8294044,0.0004605
0,4,0,2500000.0,2500000.0,0,0,0.8046865,0.0005246
0,4,0,2500000.0,2500000.0,0,0,0.8045509,0.0004341
0,4,0,2500000.0,2500000.0,0,0.1,0.8071745,0.0005167
0,4,0,2500000.0,2500000.0,0,0.1,0.7240958,0.0003907
0,4,0,2500000.0,2500000.0,0.1,0,0.7242179,0.0004721
0,4,0,2500000.0,2500000.0,0.1,0,0.8070425,0.0004271
0,4,0,2500000.0,2500000.0,0.1,0.1,0.7264571,0.000465
0,4,0,2500000.0,2500000.0,0.1,0.1,0.7263383,0.0003844
0,4,1,0,0,0,0,0.1461064,5.69e-05
0,4,1,0,0,0,0,0.144548,0.0007175
0,4,1,0,0,0,0.1,0.1544896,6e-05
0,4,1,0,0,0,0.1,0.1314342,0.0005899
0,4,1,0,0,0.1,0,0.1327961,1.13e-05
0,4,1,0,0,0.1,0,0.152796,0.0006913
0,4,1,0,0,0.1,0.1,0.1403909,2.2e-05
0,4,1,0,0,0.1,0.1,0.1389269,0.0005748
0,4,1,0,2500000.0,0,0,0.1191517,0.0001988
0,4,1,0,2500000.0,0,0,0.1675363,0.0004977
0,4,1,0,2500000.0,0,0.1,0.1266952,0.0002191
0,4,1,0,2500000.0,0,0.1,0.1520731,0.0004214
0,4,1,0,2500000.0,0.1,0,0.1083985,0.0001497
0,4,1,0,2500000.0,0.1,0,0.1787125,0.00054
0,4,1,0,2500000.0,0.1,0.1,0.1153319,0.0001722
0,4,1,0,2500000.0,0.1,0.1,0.1620764,0.0004645
0,4,1,2500000.0,0,0,0,0.1683151,0.0001156
0,4,1,2500000.0,0,0,0,0.1165909,0.0010232
0,4,1,2500000.0,0,0,0.1,0.1794507,0.0001655
0,4,1,2500000.0,0,0,0.1,0.1061142,0.0008622
0,4,1,2500000.0,0,0.1,0,0.1526993,7.57e-05
0,4,1,2500000.0,0,0.1,0,0.1236047,0.0010353
0,4,1,2500000.0,0,0.1,0.1,0.1626729,0.0001282
0,4,1,2500000.0,0,0.1,0.1,0.1126136,0.0008769
0,4,1,2500000.0,2500000.0,0,0,0.1481723,0.0002421
0,4,1,2500000.0,2500000.0,0,0,0.1466031,0.0006253
0,4,1,2500000.0,2500000.0,0,0.1,0.1607112,0.0003084
0,4,1,2500000.0,2500000.0,0,0.1,0.1331817,0.0005389
0,4,1,2500000.0,2500000.0,0.1,0,0.1345139,0.0001976
0,4,1,2500000.0,2500000.0,0.1,0,0.1593237,0.0006818
0,4,1,2500000.0,2500000.0,0.1,0.1,0.1457584,0.0002634
0,4,1,2500000.0,2500000.0,0.1,0.1,0.1445812,0.0005947
0,4,2,0,0,0,0,0.6284059,0.0001411
0,4,2,0,0,0,0,0.6286903,9.61e-05
0,4,2,0,0,0,0.1,0.6413618,0.0001335
0,4,2,0,0,0,0.1,0.5664296,8.29e-05
0,4,2,0,0,0.1,0,0.5661596,0.0001225
0,4,2,0,0,0.1,0,0.641625,9.88e-05
0,4,2,0,0,0.1,0.1,0.5777568,0.0001163
0,4,2,0,0,0.1,0.1,0.578005,8.58e-05
0,4,2,0,2500000.0,0,0,0.6246497,0.0006065
0,4,2,0,2500000.0,0,0,0.5686723,0.0001633
0,4,2,0,2500000.0,0,0.1,0.6377985,0.0005884
0,4,2,0,2500000.0,0,0.1,0.5123499,0.0001447
0,4,2,0,2500000.0,0.1,0,0.5627088,0.0005422
0,4,2,0,2500000.0,0.1,0,0.5791997,0.000158
0,4,2,0,2500000.0,0.1,0.1,0.5744866,0.0005265
0,4,2,0,2500000.0,0.1,0.1,0.5217665,0.0001402
0,4,2,2500000.0,0,0,0,0.5684619,0.0001633
0,4,2,2500000.0,0,0,0,0.6248092,0.0005036
0,4,2,2500000.0,0,0,0.1,0.5790064,0.0001503
0,4,2,2500000.0,0,0,0.1,0.5628625,0.0004509
0,4,2,2500000.0,0,0.1,0,0.5121474,0.0001436
0,4,2,2500000.0,0,0.1,0,0.6379425,0.0004987
0,4,2,2500000.0,0,0.1,0.1,0.521582,0.0001325
0,4,2,2500000.0,0,0.1,0.1,0.5746245,0.0004467
0,4,2,2500000.0,2500000.0,0,0,0.5658966,0.000562
0,4,2,2500000.0,2500000.0,0,0,0.5660046,0.0005148
0,4,2,2500000.0,2500000.0,0,0.1,0.5765124,0.0005418
0,4,2,2500000.0,2500000.0,0,0.1,0.5098786,0.000462
0,4,2,2500000.0,2500000.0,0.1,0,0.5097721,0.0005032
0,4,2,2500000.0,2500000.0,0.1,0,0.5766091,0.000504
0,4,2,2500000.0,2500000.0,0.1,0.1,0.5192776,0.0004855
0,4,2,2500000.0,2500000.0,0.1,0.1,0.5193723,0.0004525
0,4,3,0,0,0,0,0.7816264,9.86e-05
0,4,3,0,0,0,0,0.7816621,7.76e-05
0,4,3,0,0,0,0.1,0.7894315,8.74e-05
0,4,3,0,0,0,0.1,0.7037709,6.8e-05
0,4,3,0,0,0.1,0,0.7037349,8.69e-05
0,4,3,0,0,0.1,0,0.7894669,6.84e-05
0,4,3,0,0,0.1,0.1,0.7107313,7.72e-05
0,4,3,0,0,0.1,0.1,0.7107663,6e-05
0,4,3,0,2500000.0,0,0,0.7809983,0.0005926
0,4,3,0,2500000.0,0,0,0.6926163,9.71e-05
0,4,3,0,2500000.0,0,0.1,0.7886609,0.0005781
0,4,3,0,2500000.0,0,0.1,0.6236051,8.62e-05
0,4,3,0,2500000.0,0.1,0,0.7031358,0.0005319
0,4,3,0,2500000.0,0.1,0,0.6991764,8.59e-05
0,4,3,0,2500000.0,0.1,0.1,0.7100075,0.0005191
0,4,3,0,2500000.0,0.1,0.1,0.6294829,7.62e-05
0,4,3,2500000.0,0,0,0,0.6925949,8.42e-05
0,4,3,2500000.0,0,0,0,0.7809143,0.0005122
0,4,3,2500000.0,0,0,0.1,0.6991538,7.26e-05
0,4,3,2500000.0,0,0,0.1,0.703063,0.0004599
0,4,3,2500000.0,0,0.1,0,0.6235826,7.48e-05
0,4,3,2500000.0,0,0.1,0,0.7885785,0.0005017
0,4,3,2500000.0,0,0.1,0.1,0.62946,6.44e-05
0,4,3,2500000.0,0,0.1,0.1,0.7099356,0.0004505
0,4,3,2500000.0,2500000.0,0,0,0.6924057,0.0005187
0,4,3,2500000.0,2500000.0,0,0,0.6923326,0.0004825
0,4,3,2500000.0,2500000.0,0,0.1,0.6987964,0.0005046
0,4,3,2500000.0,2500000.0,0,0.1,0.6233165,0.0004337
0,4,3,2500000.0,2500000.0,0.1,0,0.62338,0.000466
0,4,3,2500000.0,2500000.0,0.1,0,0.6987263,0.0004702
0,4,3,2500000.0,2500000.0,0.1,0.1,0.6291095,0.0004535
0,4,3,2500000.0,2500000.0,0.1,0.1,0.6290482,0.0004226
0,4,4,0,0,0,0,0.8394898,8.91e-05
0,4,4,0,0,0,0,0.8394407,6.38e-05
0,4,4,0,0,0,0.1,0.845297,7.69e-05
0,4,4,0,0,0,0.1,0.7556528,5.62e-05
0,4,4,0,0,0.1,0,0.7556954,7.92e-05
0,4,4,0,0,0.1,0,0.8452533,5.2e-05
0,4,4,0,0,0.1,0.1,0.7609058,6.84e-05
0,4,4,0,0,0.1,0.1,0.7608678,4.58e-05
0,4,4,0,2500000.0,0,0,0.8398289,0.0005967
0,4,4,0,2500000.0,0,0,0.7396034,6.47e-05
0,4,4,0,2500000.0,0,0.1,0.8454003,0.0005836
0,4,4,0,2500000.0,0,0.1,0.6657858,5.74e-05
0,4,4,0,2500000.0,0.1,0,0.755981,0.0005363
0,4,4,0,2500000.0,0.1,0,0.7445949,5.27e-05
0,4,4,0,2500000.0,0.1,0.1,0.7609813,0.0005246
0,4,4,0,2500000.0,0.1,0.1,0.6702633,4.67e-05
0,4,4,2500000.0,0,0,0,0.7396382,5.88e-05
0,4,4,2500000.0,0,0,0,0.83966,0.0005111
0,4,4,2500000.0,0,0,0.1,0.7446244,4.79e-05
0,4,4,2500000.0,0,0,0.1,0.7558302,0.0004593
0,4,4,2500000.0,0,0.1,0,0.6658162,5.25e-05
0,4,4,2500000.0,0,0.1,0,0.8452379,0.0005003
0,4,4,2500000.0,0,0.1,0.1,0.670289,4.27e-05
0,4,4,2500000.0,0,0.1,0.1,0.7608362,0.0004496
0,4,4,2500000.0,2500000.0,0,0,0.7402037,0.0005083
0,4,4,2500000.0,2500000.0,0,0,0.7400738,0.0004638
0,4,4,2500000.0,2500000.0,0,0.1,0.7449516,0.0004968
0,4,4,2500000.0,2500000.0,0,0.1,0.6661902,0.0004171
0,4,4,2500000.0,2500000.0,0.1,0,0.6663063,0.0004572
0,4,4,2500000.0,2500000.0,0.1,0,0.7448281,0.0004525
0,4,4,2500000.0,2500000.0,0.1,0.1,0.6705667,0.0004468
0,4,4,2500000.0,2500000.0,0.1,0.1,0.6704562,0.0004069
1,0,0,0,0,0,0,0.0823385,-0.0659515
1,0,0,0,0,0,0,0.0870589,0.0066234
1,0,0,0,0,0,0.1,0.0936029,-0.0611132
1,0,0,0,0,0,0.1,0.0785286,0.005902
1,0,0,0,0,0.1,0,0.0741534,-0.0592292
1,0,0,0,0,0.1,0,0.0902129,-0.0409994
1,0,0,0,0,0.1,0.1,0.0842656,-0.0549131
1,0,0,0,0,0.1,0.1,0.081211,-0.0367681
1,0,0,0,2500000.0,0,0,0.1011453,-0.0408525
1,0,0,0,2500000.0,0,0,0.0723857,0.0045114
1,0,0,0,2500000.0,0,0.1,0.1183923,-0.0023073
1,0,0,0,2500000.0,0,0.1,0.0653443,0.0039654
1,0,0,0,2500000.0,0.1,0,0.0910431,-0.0366507
1,0,0,0,2500000.0,0.1,0,0.0696597,0.0054043
1,0,0,0,2500000.0,0.1,0.1,0.1069895,-0.002001
1,0,0,0,2500000.0,0.1,0.1,0.0628412,0.0048173
1,0,0,2500000.0,0,0,0,0.0606449,0.0053465
1,0,0,2500000.0,0,0,0,0.136167,0.0025821
1,0,0,2500000.0,0,0,0.1,0.0561568,-0.0629801
1,0,0,2500000.0,0,0,0.1,0.1226837,0.002308
1,0,0,2500000.0,0,0.1,0,0.0544662,0.0046093
1,0,0,2500000.0,0,0.1,0,0.1641047,0.0022203
1,0,0,2500000.0,0,0.1,0.1,0.0504722,-0.0564568
1,0,0,2500000.0,0,0.1,0.1,0.1477645,0.0019922
1,0,0,2500000.0,2500000.0,0,0,0.0685918,-0.0506208
1,0,0,2500000.0,2500000.0,0,0,0.0881993,0.0046237
1,0,0,2500000.0,2500000.0,0,0.1,0.080409,-0.0398382
1,0,0,2500000.0,2500000.0,0,0.1,0.0795634,0.004153
1,0,0,2500000.0,2500000.0,0.1,0,0.0617379,-0.0454094
1,0,0,2500000.0,2500000.0,0.1,0,0.1079331,0.0031966
1,0,0,2500000.0,2500000.0,0.1,0.1,0.0723629,-0.0357453
1,0,0,2500000.0,2500000.0,0.1,0.1,0.0972645,0.0028655
1,0,1,0,0,0,0,0.0598446,0.0024489
1,0,1,0,0,0,0,0.0617231,-0.0029918
1,0,1,0,0,0,0.1,0.0572937,0.0032666
1,0,1,0,0,0,0.1,0.0576046,-0.0034429
1,0,1,0,0,0.1,0,0.0555546,0.0032157
1,0,1,0,0,0.1,0,0.0582753,-0.0037337
1,0,1,0,0,0.1,0.1,0.0542843,0.0043333
1,0,1,0,0,0.1,0.1,0.0552231,-0.0045038
1,0,1,0,2500000.0,0,0,0.0541615,0.001568
1,0,1,0,2500000.0,0,0,0.0601344,-0.0041566
1,0,1,0,2500000.0,0,0.1,0.0501888,0.0020243
1,0,1,0,2500000.0,0,0.1,0.0574139,-0.0049276
1,0,1,0,2500000.0,0.1,0,0.0493978,0.0020112
1,0,1,0,2500000.0,0.1,0,0.0590481,-0.0053409
1,0,1,0,2500000.0,0.1,0.1,0.0461633,0.0027241
1,0,1,0,2500000.0,0.1,0.1,0.0581591,-0.0060189
1,0,1,2500000.0,0,0,0,0.0580905,0.0026053
1,0,1,2500000.0,0,0,0,0.0569151,-0.0012355
1,0,1,2500000.0,0,0,0.1,0.0573382,0.0037486
1,0,1,2500000.0,0,0,0.1,0.0523694,-0.0014855
1,0,1,2500000.0,0,0.1,0,0.0549766,0.0036103
1,0,1,2500000.0,0,0.1,0,0.0525855,-0.0015454
1,0,1,2500000.0,0,0.1,0.1,0.0560929,0.0047826
1,0,1,2500000.0,0,0.1,0.1,0.0487669,-0.0019726
1,0,1,2500000.0,2500000.0,0,0,0.0521688,0.0013848
1,0,1,2500000.0,2500000.0,0,0,0.0545207,-0.0021298
1,0,1,2500000.0,2500000.0,0,0.1,0.0497172,0.0020019
1,0,1,2500000.0,2500000.0,0,0.1,0.0508903,-0.0026157
1,0,1,2500000.0,2500000.0,0.1,0,0.0482629,0.0019157
1,0,1,2500000.0,2500000.0,0.1,0,0.0518731,-0.0029184
1,0,1,2500000.0,2500000.0,0.1,0.1,0.046887,0.0028933
