J,g0,g1,Re(p),Im(p),Re(a),Im(a),Count
0,0,0,1.0000000000000004,0.0,0.4999999999999963,-3.1485779052071663e-18,5
0.7,0,0,0.9985851102597366,0.0,0.49995000100798365,1.6762356584339972e-18,5
0.7,0,0,0.3268753810916397,0.9390976660086992,-0.00019873640602840418,-6.207822879978828e-05,5
0.7,0,0,0.3268753810916397,-0.9390976660086992,-0.0001987364060283556,6.207822879978134e-05,5
0.7,0,0,-0.8836845835893969,0.0,2.203952701471286e-05,-1.1824486459217032e-19,5
0.9,0,0,0.9976800166469145,0.0,0.4995119832396253,-5.40132887296334e-19,5
0.9,0,0,-0.3996716654776481,0.7777852343466802,-0.00024053441816011562,0.00018744721894171142,5
0.9,0,0,-0.3996716654776481,-0.7777852343466802,-0.00024053441816011302,-0.00018744721894175566,5
0.9,0,0,-1.0636692924329791,0.0,-0.0001424845794717692,-1.9235737398596545e-18,5
1,0,0,0.9970995637289393,0.0,0.4999208430923233,7.444480710762703e-19,5
1,0,0,0.5954960025202006,0.0,-0.0019032919119840314,-2.889369096204939e-17,5
1,0,0,0.6825148839588251,0.48833323852371724,0.0004599908613304952,-0.0003366843866830791,5
1,0,0,0.6825148839588251,-0.48833323852371724,0.0004599908613304275,0.0003366843866830487,5
2,0,0,0.9887119520514637,0.0,0.4988464946541758,2.5696704438597907e-19,5
2,0,0,0.40719549183559334,0.9636817641427338,-0.00013197800713514538,-0.0007489873964711671,5
2,0,0,0.40719549183559334,-0.9636817641427338,-0.00013197800713513584,0.0007489873964711792,5
2,0,0,-0.3273888304871585,0.0,0.0019251360384815244,-2.1075629958159532e-18,5
4,0,0,-0.35257609952722285,0.937877941315437,0.0010266665343654328,0.001313281209195453,5
4,0,0,-0.35257609952722285,-0.937877941315437,0.0010266665343654537,-0.0013132812091953797,5
4,0,0,0.9559727772738288,0.0,0.5015804653881256,-5.183113322993718e-17,5
4,0,0,0.7631042116836428,0.0,-0.006628704193072054,-3.7982264132627857e-17,5
5,0,0,0.9313707109673136,0.0,0.494551925338073,-1.2720583018438025e-18,5
5,0,0,-0.05380749058568343,0.8185056695711417,-0.0021810358808340732,0.0021413144627258894,5
5,0,0,-0.05380749058568343,-0.8185056695711417,-0.002181035880834157,-0.0021413144627257918,5
5,0,0,-0.46638628864332654,0.0,-0.004809702470823997,-2.004359848695981e-18,5
6,0,0,0.908132283126891,0.0,0.48698348941000263,-1.2616898193688257e-17,5
