J,g0,g1,Re(p),Im(p),Re(a),Im(a),Count
0,0,0,1.0000000000000004,0.0,0.4999999999999963,-3.1485779052071663e-18,5
0.7,0,0,0.9999992151845684,0.0,0.49901826733719673,-1.0380054461964351e-18,5
0.7,0,0,0.03227624279847197,0.8524742915427759,-4.485927982023725e-06,-1.592487826266968e-05,5
0.7,0,0,0.03227624279847197,-0.8524742915427759,-4.485927982080971e-06,1.5924878262632385e-05,5
0.7,0,0,-1.0003024041044943,0.0,0.0009822771940237417,-1.3198401278577834e-18,5
0.9,0,0,1.0000023723255453,0.0,0.49834220622535635,-1.2584554185622162e-18,5
0.9,0,0,-0.9988689709672954,0.0,0.0016603546850943417,5.0438513176338696e-18,5
0.9,0,0,-0.049575031429734955,0.9509981774349581,-9.150846287572442e-06,-1.4803720496771701e-05,5
0.9,0,0,-0.049575031429734955,-0.9509981774349581,-9.150846287610606e-06,1.4803720496754354e-05,5
1,0,0,0.9999938957387543,0.0,0.49801554708878426,-2.5747094937817213e-18,5
1,0,0,0.08684109588935345,0.5208384387775096,1.5740367709586394e-05,-6.119465143829966e-05,5
1,0,0,0.08684109588935345,-0.5208384387775096,1.5740367709420565e-05,6.119465143825109e-05,5
1,0,0,-1.0007435124607231,0.0,0.0019942175383292453,2.1603976920528803e-17,5
2,0,0,1.0000077277506767,0.0,0.49193876319557844,1.4377957139606118e-18,5
2,0,0,-0.618713905056083,0.0,0.0002351316389881397,1.2343477431918476e-16,5
2,0,0,-0.9790856712400824,0.02622093700029334,0.003942183480451729,0.0037047975236521313,5
2,0,0,-0.9790856712400824,-0.02622093700029334,0.003942183480451833,-0.0037047975236522285,5
4,0,0,1.00000249199164,0.0,0.4695511321290288,-1.2551998605083378e-18,5
4,0,0,-0.9948683241411808,0.09964273023882204,0.015317189171363526,-8.134350140274332e-05,5
4,0,0,-0.9948683241411808,-0.09964273023882204,0.015317189171363606,8.134350140275286e-05,5
4,0,0,0.7081762059830521,0.0,-0.0003452263309117326,1.0729697349960304e-17,5
5,0,0,0.9999930927415464,0.0,0.45401756498648144,1.1201971768162385e-18,5
5,0,0,-0.9884475790648738,0.15501726567380106,0.02281181518336112,8.696973311897102e-05,5
5,0,0,-0.9884475790648738,-0.15501726567380106,0.022811815183361187,-8.696973311894847e-05,5
5,0,0,-0.4523484157273438,0.0,-0.00021915841132769988,1.1003994638863171e-17,5
6,0,0,1.0000157117236643,0.0,0.43615292372587744,-1.135724134642868e-18,5
6,0,0,-0.9755026182649555,0.2194968338679944,0.031969462094961494,-9.146759766939664e-05,5
6,0,0,-0.9755026182649555,-0.2194968338679944,0.03196946209496141,9.146759766933614e-05,5
6,0,0,-0.0021883655823487975,0.0,-0.27451267967603954,1.8805397171003513e-15,5
8,0,0,1.0000158328440527,0.0,0.3968757491536043,-3.4963897780744974e-18,5
